Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S26507100025,06/30/2015,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,46351,Hawkeye Light Rum,12,"1,000",4.34,6.51,12,78.12,12.00,3.17
S04465700003,03/08/2012,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1062310,SPICED RUM,260,Diageo Americas,43285,Captain Morgan Original Spiced Rum Pet,12,750,8.50,12.74,12,152.88,9.00,2.38
S12171500029,05/13/2013,3993,New Star Liquor / W 4th S / Waterloo,1625 WEST 4TH ST,WATERLOO,50701,,07,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45246,Paramount Gold Rum,12,750,3.85,5.77,12,69.24,9.00,2.38
S23737200026,01/28/2015,4073,"Uptown Liquor, Llc",306 HWY 69 SOUTH,FOREST CITY,50436,POINT (-93.633306 43.261538),95,Winnebago,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,"1,750",11.55,17.33,12,207.96,21.00,5.55
S11571300038,04/10/2013,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,POINT (-91.704567 41.296576),92,Washington,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19477,Maker's Mark,12,"1,000",20.99,31.49,4,125.96,4.00,1.06
S09094100009,11/20/2012,3666,Target Store T-1771 / Cedar Rapids,3400 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.716111 41.944272),57,Linn,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,"1,750",10.48,15.98,6,95.88,10.50,2.77
S07339500088,10/19/2012,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67526,Kahlua Coffee Liqueur,12,750,10.50,16.49,36,593.64,27.00,7.13
S10552700036,02/12/2013,3907,Smokin' Joe's #16 Tobacco and Liquor,1504 PARK AVE,MUSCATINE,52761,POINT (-91.030569 41.442458),70,Muscatine,1022100,TEQUILA,410,The Patron Spirits Company,88294,Patron Silver Tequila,12,375,14.00,21.00,1,21.00,0.38,0.10
S24432000016,03/10/2015,4990,Main Lil' Market,524 MAIN ST,GRISWOLD,51535,POINT (-95.14161 41.234743),15,Cass,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67527,Kahlua Coffee Liqueur,12,"1,000",15.24,22.86,3,68.58,3.00,0.79
S12591600019,06/04/2013,4067,Freeman Foods,268 8TH AVE,WELLMAN,52356,POINT (-91.837922 41.465008),90,Wapello,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34008,Absolut Swedish Vodka 80 Prf,6,"1,750",20.00,29.99,1,29.99,1.75,0.46
S25617500043,05/13/2015,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,POINT (-96.364108 42.487752),97,Woodbury,1081030,COFFEE LIQUEURS,421,"Sazerac Co., Inc.",73136,Chila Coffee Liqueur,12,750,4.97,7.46,4,29.84,3.00,0.79
S26677100003,07/09/2015,4613,Sparky's One Stop / Carroll,402 E 6th ST,CARROLL,51401,POINT (-94.862532 42.064428),14,Carroll,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,"1,750",9.70,14.93,12,179.16,21.00,5.55
S16991500004,01/22/2014,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,,77,Polk,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16518,Ancient Age Bourbon,6,"1,750",11.80,17.70,6,106.20,10.50,2.77
S17519700036,02/20/2014,2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,POINT (-93.663337 41.586313),77,Polk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32236,Seagrams Extra Dry Gin,12,750,6.49,9.74,12,116.88,9.00,2.38
S15340200045,10/24/2013,2130,Sycamore Convenience,617 SYCAMORE,WATERLOO,50703,POINT (-92.335358 42.497854),07,Black Hawk,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54057,Arrow Apricot Flav Brandy,12,"1,000",6.38,9.56,12,114.72,12.00,3.17
S03624700013,01/18/2012,4485,DYNO'S 51 / SANBORN,101 W 7TH ST,SANBORN,51248,POINT (-95.656064 43.186035000000004),71,O'Brien,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69611,Dr. Mcgillicuddy's Apple Pie Schnapps,12,750,8.32,12.48,3,37.44,2.25,0.59
S11727700005,04/18/2013,2514,Hy-Vee Drugstore / Marion,2790 7TH AVENUE,MARION,50129,POINT (-91.582229 42.033186),57,Linn,1041100,AMERICAN DRY GINS,259,Heaven Hill Brands,29568,Burnett's Gin London Dry,6,"1,750",10.29,15.44,6,92.64,10.50,2.77
S10743100079,02/21/2013,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.602372 41.526289),77,Polk,1031080,VODKA 80 PROOF,260,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.20,1,11.20,0.50,0.13
S26091300094,06/09/2015,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45275,Paramount White Rum Traveler,12,750,4.00,6.00,12,72.00,9.00,2.38
S21939300037,10/22/2014,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,POINT (-92.86795 40.735639),04,Appanoose,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,"1,000",9.50,14.25,3,42.75,3.00,0.79
S10866100122,02/28/2013,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1081010,AMERICAN AMARETTO,55,Sazerac North America,73986,Di Amore Amaretto,12,750,6.00,8.99,6,53.94,4.50,1.19
S14847200009,09/30/2013,3631,Audubon Food Pride,104 MARKET ST PO BOX 206,AUDUBON,50025,POINT (-94.93625 41.723057),05,Audubon,1011100,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,"1,000",8.00,11.99,12,143.88,12.00,3.17
S18550000105,04/23/2014,2524,Hy-Vee Food Store / Dubuque,3500 DODGE ST,DUBUQUE,52001,,31,Dubuque,1012210,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5012,Glenfiddich 18 Yr Ancient Reserve,12,750,47.77,71.66,1,71.66,0.75,0.20
S24847300006,04/02/2015,4734,Walgreens #04973 / Urbandale,7000 DOUGLAS AVE,URBANDALE,50322,POINT (-93.712815 41.629407),77,Polk,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,9.85,14.78,12,177.36,9.00,2.38
S17999300134,03/20/2014,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,POINT (-91.518868 41.676095),52,Johnson,1071100,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,"1,750",8.20,12.30,3,36.90,5.25,1.39
S05254400005,04/26/2012,4004,Wal-Mart 4256 / Ames,534 S DUFF AVE,AMES,50010,POINT (-93.610343 42.017115),85,Story,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,"1,750",26.67,40.01,6,240.06,10.50,2.77
S08713200007,11/01/2012,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1032200,IMPORTED VODKA - MISC,395,Proximo,34995,Three Olives Grape Vodka,12,750,11.16,16.74,36,602.64,27.00,7.13
S19772000018,06/26/2014,4948,Wheatland Day Break,102 W HWY 30,WHEATLAND,52777,POINT (-90.841518 41.82906),23,Clinton,1031200,VODKA FLAVORED,260,Diageo Americas,40497,Smirnoff Iced Cake,12,750,8.25,12.37,3,37.11,2.25,0.59
S16665400013,01/06/2014,4159,Fareway Stores #073 / Council Bluffs,310 MCKENZIE AVE,COUNCIL BLUFFS,51503,POINT (-95.81799100000002 41.280084),78,Pottawattamie,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20248,Old Crow,6,"1,750",8.92,13.38,6,80.28,10.50,2.77
S07833400076,09/19/2012,3704,Celtics Beverage Company,1122 BROADWAY,EMMETSBURG,50536,POINT (-94.678807 43.10937),74,Palo Alto,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82844,Dekuyper Peachtree Schnapps,24,375,3.06,4.59,2,9.18,0.75,0.20
S26659900003,07/08/2015,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90,Wapello,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,"1,750",11.55,17.33,6,103.98,10.50,2.77
S22726700015,12/03/2014,4270,Kum & Go Liquors #37 / Ottumwa,2508 N COURT ST,OTTUMWA,52501,POINT (-92.409169 41.051858),90,Wapello,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,12.05,18.08,12,216.96,9.00,2.38
S05911700071,06/06/2012,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,POINT (-93.831913 41.614713),77,Polk,1032080,IMPORTED VODKA,277,Stoli Group,34748,Stolichnaya Russian Vodka 80 Prf,6,"1,750",22.73,34.09,2,68.18,3.50,0.92
S05592800028,05/17/2012,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,"1,000",11.00,16.50,12,198.00,12.00,3.17
S24702300008,03/24/2015,3959,Hartig Drug Company #8 / University,1600 UNIVERSITY AVE,DUBUQUE,52001,POINT (-90.688027 42.498279),31,Dubuque,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,"1,750",7.61,11.42,6,68.52,10.50,2.77
S21348900008,09/22/2014,4518,Casey's General Store #2824 / WDM,6630 MILLS CIVIC PARKWAY,WEST DES MOINES,50266,POINT (-93.799283 41.561791),77,Polk,1011100,BLENDED WHISKIES,260,Diageo Americas,25606,Seagrams 7 Crown Bl Whiskey,12,750,7.00,10.50,12,126.00,9.00,2.38
S10117000011,01/21/2013,4376,Kum & Go #6 / Mason City,1920 S FEDERAL AVE,MASON CITY,50401,POINT (-93.201072 43.133204),17,Cerro Gordo,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,4.96,7.44,1,7.44,0.60,0.16
S24559000067,03/17/2015,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,,32,Emmet,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86692,Jack Daniel's Tennessee Fire,12,750,14.53,21.80,1,21.80,0.75,0.20
S24441800068,03/10/2015,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,,30,Dickinson,1062310,SPICED RUM,260,Diageo Americas,43322,Captain Morgan 1671,12,750,9.99,14.99,3,44.97,2.25,0.59
S21541800029,10/01/2014,3573,Quik Shop Foods / Four M In,405 S MADISON,OTTUMWA,52501,POINT (-92.41041400000002 40.999034),90,Wapello,1081370,WATERMELON SCHNAPPS,65,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,"1,000",7.62,11.43,12,137.16,12.00,3.17
S26295000046,06/18/2015,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664182 41.586319),77,Polk,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22784,Beam's 8 Star Bl Whiskey,24,375,2.09,3.14,24,75.36,9.00,2.38
S05252200009,04/26/2012,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82,Scott,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,"1,750",26.67,40.01,6,240.06,10.50,2.77
S28150400011,09/28/2015,3465,Hometown Foods / Panora,601 E MAIN,PANORA,50216,POINT (-94.357201 41.69182),39,Guthrie,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,"1,750",7.84,11.76,6,70.56,10.50,2.77
S16731700072,01/08/2014,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,POINT (-93.876107 42.063831),08,Boone,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82881,Dekuyper Hot Damn! 100 Proof,12,750,6.77,10.15,4,40.60,3.00,0.79
S10227000041,01/24/2013,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54446,Paramount Apricot Flavored Brandy,12,750,5.47,8.21,12,98.52,9.00,2.38
S21255200007,09/17/2014,4535,Casey's General Store #2421 / Dubuqu,4003 PERU RD,DUBUQUE,52001,POINT (-90.676071 42.539271),31,Dubuque,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,14.49,21.74,12,260.88,9.00,2.38
S19922800024,07/07/2014,3562,Wal-Mart 0797 / W Burlington,324 WEST AGENCY RD,WEST BURLINGTON,52655,POINT (-91.158407 40.813125),29,Des Moines,1031080,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,"1,750",6.92,10.38,6,62.28,10.50,2.77
S03695000008,01/23/2012,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,POINT (-92.37662400000002 42.471767),07,Black Hawk,1031080,VODKA 80 PROOF,260,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,7.59,11.56,12,138.72,9.00,2.38
S15614900050,11/07/2013,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,6.90,10.35,10,103.50,3.00,0.79
S22008200023,10/27/2014,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,POINT (-91.04437 41.426615),70,Muscatine,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36304,Hawkeye Vodka,24,375,2.07,3.11,24,74.64,9.00,2.38
S04632700037,03/20/2012,2657,Hy-Vee Food Store / Bedford,1604 BENT,BEDFORD,50833,POINT (-94.72557800000001 40.676171),87,Taylor,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,"1,000",11.54,17.31,1,17.31,1.00,0.26
S09593300064,12/19/2012,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,POINT (-93.561517 41.600476),77,Polk,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.30,4.96,12,59.52,9.00,2.38
S23558500216,01/20/2015,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,Polk,1022100,TEQUILA,410,The Patron Spirits Company,88294,Patron Silver Tequila,12,375,14.00,21.00,1,21.00,0.38,0.10
S07841800008,09/20/2012,4062,H and A Mini Mart Corp,145 UNIVERSITY AVE,DES MOINES,50314,POINT (-93.61947 41.600419),77,Polk,1011100,BLENDED WHISKIES,297,Laird And Company,23823,Five Star,48,200,1.21,1.81,48,86.88,9.60,2.54
S06075100065,06/14/2012,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57,Linn,1031080,VODKA 80 PROOF,55,Sazerac North America,37938,Skol Vodka,6,"1,750",7.10,10.65,6,63.90,10.50,2.77
S26664500042,07/09/2015,4091,Fareway Stores #705 / Clear Lake,910 HWY 18 W,CLEAR LAKE,50428,POINT (-93.613385 43.105949),17,Cerro Gordo,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,"1,750",7.84,11.76,3,35.28,5.25,1.39
S04748000005,03/27/2012,4040,No Frills Supermarkets / Council Blu,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503,POINT (-95.81877500000002 41.24394),78,Pottawattamie,1012200,SCOTCH WHISKIES,370,Pernod Ricard USA/Austin Nichols,9428,Passport Scotch,6,"1,750",13.19,19.79,6,118.74,10.50,2.77
S19985800018,07/08/2014,4195,Fareway Stores #792 / Toledo,1005 S COUNTY LINE RD,TOLEDO,52342,POINT (-92.581697 41.984303),86,Tama,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67526,Kahlua Coffee Liqueur,12,750,12.00,17.99,2,35.98,1.50,0.40
S08216700003,10/09/2012,4138,Fareway Stores #657 / Indianola,1309 W 2ND,INDIANOLA,50125,POINT (-93.579252 41.356616),91,Warren,1012200,SCOTCH WHISKIES,260,Diageo Americas,10006,Scoresby Rare Scotch,12,750,5.13,7.69,12,92.28,9.00,2.38
S23841900002,02/04/2015,3660,Wal-Mart 2935 / Knoxville,814 W BELL AVE,KNOXVILLE,50138,POINT (-93.106728 41.306176),63,Marion,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,6.50,9.75,12,117.00,9.00,2.38
S07959500101,09/26/2012,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42703,Malibu Pineapple Rum,12,750,7.50,11.24,4,44.96,3.00,0.79
S13240200016,07/09/2013,4249,Fareway Stores #048 / Clarinda,115 ESSIE DAVISON DR,CLARINDA,51632,POINT (-95.040293 40.724008),73,Page,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37346,Phillips Vodka,12,750,3.57,5.35,6,32.10,4.50,1.19
S22158800029,11/04/2014,4203,Liquor and Tobacco Outlet /,620 W BREMER AVE,WAVERLY,50677,POINT (-92.47898 42.725694),09,Bremer,1031200,VODKA FLAVORED,205,E AND J GALLO WINERY,40593,New Amsterdam Peach,24,375,3.50,5.25,48,252.00,18.00,4.76
S16979100004,01/22/2014,3930,Kuennen's Liquor Store,106 W MAINS ST PO BOX 142,ST LUCAS,52166,,33,Fayette,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,"1,750",7.20,10.79,6,64.74,10.50,2.77
S08096700099,10/03/2012,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,Monona,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,6.25,9.62,1,9.62,0.75,0.20
S15671300024,11/12/2013,4805,Liquor Tobacco & Grocery / Fort Dodg,902 1ST AVE N,FORT DODGE,50501,POINT (-94.186138 42.506332),94,Webster,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34041,Absolut Vodka 100 Premium,12,750,15.00,22.49,1,22.49,0.75,0.20
S24874500040,04/02/2015,5129,Cash Saver  /  Fleur,4121 FLEUR DR,DES MOINES,50321,POINT (-93.64492 41.546838),77,Polk,1041100,AMERICAN DRY GINS,259,Heaven Hill Brands,29568,Burnett's Gin London Dry,6,"1,750",10.30,15.45,6,92.70,10.50,2.77
S05863300019,06/04/2012,3970,"The Liquor Cabinet, Inc.","835 6 ST, STE 1",NEVADA,50201,POINT (-93.452277 42.019292),85,Story,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),77776,Wild Turkey American Honey,12,750,10.50,15.75,2,31.50,1.50,0.40
S25874500015,05/27/2015,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1062310,SPICED RUM,322,Prestige Wine and Spirits Group,77318,Rondiaz Rum Spiced,6,"1,750",10.00,15.00,6,90.00,10.50,2.77
S16510200030,12/26/2013,2551,Hy-Vee Food Store / Chariton,2001 WEST COURT,CHARITON,50049,,59,Lucas,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,"1,750",7.43,11.15,6,66.90,10.50,2.77
S29357200242,11/30/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5036,Glenlivet 12 Yr Malt Scotch,12,750,22.98,34.47,12,413.64,9.00,2.38
S28952600012,11/09/2015,4773,"Fast Mart 2, LLC",2704 VINE ST,WEST DES MOINES,50265,POINT (-93.741511 41.580206),77,Polk,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12467,Canadian Mist Whisky,12,"1,000",7.22,10.83,1,10.83,1.00,0.26
S18283300104,04/07/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POINT (-93.73162 41.571127),77,Polk,1012100,CANADIAN WHISKIES,260,Diageo Americas,10836,Crown Royal Black,12,750,17.00,25.49,4,101.96,3.00,0.79
S23182300005,12/27/2014,4384,Kum & Go #2093 / Adel,409 NILE KINNICK DR,ADEL,50003,POINT (-94.017511 41.614114),25,Dallas,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.00,2.38
S26796100061,07/16/2015,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.608201 41.560663),82,Scott,1031200,VODKA FLAVORED,205,E AND J GALLO WINERY,40186,New Amsterdam Orange,12,750,6.90,10.35,1,10.35,0.75,0.20
S10722700001,02/20/2013,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,POINT (-93.561517 41.600476),77,Polk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,"1,000",9.71,14.56,12,174.72,12.00,3.17
S18812400039,05/06/2014,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.573845 41.604312),77,Polk,1031080,VODKA 80 PROOF,461,Campari(skyy),37987,Skyy Vodka,12,"1,000",12.35,18.53,2,37.06,2.00,0.53
S16932400163,01/20/2014,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57,Linn,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,55087,Paramount Blackberry Brandy,12,"1,000",6.53,9.80,4,39.20,4.00,1.06
S05783700024,05/30/2012,3592,Wal-Mart 0886 / Fort Dodge,3036 1ST AVE SOUTH,FORT DODGE,50501,POINT (-94.153456 42.505334),42,Hardin,1031200,VODKA FLAVORED,380,Phillips Beverage Company,40625,UV Chocolate Cake,12,750,6.50,9.75,6,58.50,4.50,1.19
S23179100023,12/26/2014,4897,Gasland #102 / Burlington,1703 MT PLEASANT ST,BURLINGTON,52601,POINT (-91.121931 40.819885),29,Des Moines,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,18.49,27.74,12,332.88,9.00,2.38
S05909700051,06/06/2012,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,POINT (-92.435236 42.512789),07,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11346,Seagrams V.o. Bl Canadian Whisky,12,750,7.49,11.24,12,134.88,9.00,2.38
S12973900373,06/25/2013,4875,Bani's,"307, MAIN ST",CEDAR FALLS,50613,POINT (-92.445477 42.535592),07,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,8.33,12.49,3,37.47,2.25,0.59
S28134400014,09/28/2015,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,POINT (-91.387797 40.400038),56,Lee,1012100,CANADIAN WHISKIES,434,Luxco-St Louis,13638,Lord Calvert Canadian Whisky,6,"1,750",9.97,14.96,6,89.76,10.50,2.77
S09271400001,12/04/2012,4662,Guppy's On The Go / Cedar Rapids,"1532, ELLIS BLVD NW",CEDAR RAPIDS,52405,POINT (-91.682151 41.988646),57,Linn,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,8.66,12.99,12,155.88,9.00,2.38
S05247900095,04/26/2012,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1062310,SPICED RUM,260,Diageo Americas,43331,Captain Morgan Spiced Rum Mini,12,500,5.50,8.25,2,16.50,1.00,0.26
S09971400034,01/09/2013,2601,Hy-Vee Food Store / Fairfield,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.978702 41.006456),51,Jefferson,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,"1,750",7.58,11.37,6,68.22,10.50,2.77
S24230400023,02/25/2015,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.00,2.38
S20791100088,08/21/2014,3920,Smokin' Joe's #11 Tobacco and Liquor,1606 CAMANCHE AVE,CLINTON,52732,POINT (-90.204748 41.827845),23,Clinton,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75208,Kinky Liqueur Mini,6,500,6.62,9.93,2,19.86,1.00,0.26
S22720000030,12/03/2014,3682,Jumbo's,110 E MAIN ST,WESLEY,50483,POINT (-93.990256 43.088341),55,Kossuth,1032080,IMPORTED VODKA,260,Diageo Americas,34457,Ketel One Imported Vodka,12,"1,000",17.50,26.25,3,78.75,3.00,0.79
S28797800076,11/02/2015,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),07,Black Hawk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37338,UV Vodka PET,6,"1,750",10.99,16.49,6,98.94,10.50,2.77
